Trading Code,Company Name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change(%),52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
SPCL,Shahjibazar Power Co. Ltd.,71.00,70.60,3:45 PM,70.20 - 71.80,-0.6,12.00,-0.84%,70.20 - 132.00,71.00,"170,375.00",71.60,455,71.60,"12,848.870","5,000.00","15 Jul, 2014","1,794.53",Equity,10.0,1,"179,453,489",Fuel & Power,"Youth Tower,  8th Floor, 822/2, Rokeya Sarani, Dhaka-1216","09678111000, +88 02 9025401-2, 09678111000, Ext-113",88 02 9032436,"debasish@youthbd.com, nila@youthbd.com, yeasin@youthbd.com",http://www.youthbd.com,"Yeasin Ahmed, ACS",+88 01720596095,"+88 02 9025401-2, 09678111000, Ext-112",yeasin@youthbd.com
SQUARETEXT,Square Textile Ltd.,63.70,63.70,3:45 PM,63.30 - 64.90,-0.3,5.85,-0.47%,46.40 - 74.30,63.50,"91,801.00",64.00,151,64.00,"12,624.128","3,000.00",,"1,972.52",Equity,10.0,1,"197,252,000",Textile,"Square Centre,  48, Mohakhali C/A,  Dhaka - 1212","(8802) 8827729-38, 8833047-56, 8859007, 8951101-7","88 - 02 - 8828768, 8835021, 8828609, 8952652, 9853896",cs@squaregroup.com,https://textile.squaregroup.com/,,,,
SQURPHARMA,Square Pharmaceuticals Ltd.,212.90,212.90,3:45 PM,210.20 - 214.40,0.1,57.61,0.05%,207.70 - 251.90,211.00,"270,550.00",212.80,823,212.80,"188,636.775","10,000.00",,"8,864.51",Equity,10.0,1,"886,451,011",Pharmaceuticals & Chemicals,"Square Centre, 48, Mohakhali C/A, Dhaka - 1212","8833047-56, 9859007",9853896,cs@squaregroup.com,http://www.squarepharma.com.bd,,,,
SSSTEEL,S. S. Steel Limited,17.10,17.10,3:45 PM,16.80 - 17.30,0,16.35,0.00%,16.00 - 28.60,16.90,"962,374.00",17.10,593,17.10,"5,619.628","5,000.00","17 Jan, 2019","3,286.33",Equity,10.0,1,"328,633,200",Engineering,"The Pearl Trade Center, Cha - 90/3 Pragati Sarani, North Badda, Dhaka-1212",+88-02-222297544  &  +88-02-222292346 Ext-102,88 02 9815968,"mostafizur.rahman@sssteel.biz , info@sssteel.biz",http://www.sssteel.biz,Md. Mostafizur Rahman,+8801717406280,+88-02-222297544  &  +88-02-222292346 Ext-102,mostafizur.rahman@sssteel.biz
STANCERAM,Standard Ceramic Industries Ltd.,155.50,155.50,3:45 PM,155.50 - 163.00,-3.1,5.76,-1.95%,122.00 - 267.20,160.00,"36,518.00",158.60,265,158.60,"1,024.659",100.00,,64.61,Equity,10.0,1,"6,460,650",Ceramics Sector,"Amin Court  (3rd Floor ), 62 - 63, Motijheel C/A, Dhaka - 1000","+880-2-223381947-8, Ext-14",+880-2-223381950,info@standardceramic.net,http://www.standardceramic.net,Jamal Uddin Bhuiyan,01575648846,880-2-223381947-8 Ext-14,info @standardceramic.net
STANDARINS,Standard Insurance Limited,47.40,47.40,3:45 PM,47.40 - 48.10,-0.9,1.83,-1.86%,47.40 - 104.00,48.10,"38,657.00",48.30,39,48.30,"2,091.225","1,000.00",,432.97,Equity,10.0,1,"43,296,592",Insurance,"Civil Engineer\'s Bhaban, 69, Mohakhali C/A, (5th Level), Dhaka-1212, Bangladesh.","02222280707, 02222281435, 02222288548",58812756,info@standardinsurance.com.bd,http://www.standardinsurance.com.bd,Mohammad Kowser Munshi,01819-260838,"02222280707, 02222281435, 02222288548  (Ext-102)",kowser@standardinsurance.com.bd
STANDBANKL,Standard Bank Limited,8.90,8.90,3:45 PM,8.80 - 9.00,0,1.48,0.00%,8.80 - 11.90,8.80,"166,405.00",8.90,68,8.90,"9,177.151","15,000.00",,"10,311.40",Equity,10.0,1,"1,031,140,557",Bank,"Metropoliton Chamber, 122 - 124 Motijheel C/A (3rd Floor),  Dhaka - 1000","(8802) 7175698, 7169134, 9558375","88 - 02 - 7176367, 7169078",share@standardbankbd.com,http://www.standardbankbd.com/,"Md. Ali Reza, FCMA, CIPA (Acting Company Secretary)",01999055536,,board@standardbankbd.com
STYLECRAFT,Stylecraft Limited,110.70,110.70,3:45 PM,110.40 - 112.60,-1.6,3.93,-1.42%,92.80 - 210.00,110.50,"35,453.00",112.30,206,112.30,"1,559.257",500.00,,138.85,Equity,10.0,1,"13,884,750",Textile,"Red Crescent Concord Tower 14th Floorrn17, Mohakhali C/ArnDhaka-1212, Bangladesh","222293523, 222285127, 222260872",,mahimtanim3429@gmail.com,http://www.stylecraftltd.com,Mr. Edmund Guda,01711527578,222260343 -extension-104,gudaedmund@yahoo.com;
SUMITPOWER,Summit Power Limited,35.30,35.30,3:45 PM,35.10 - 35.50,-0.5,21.15,-1.40%,35.10 - 52.10,35.10,"602,291.00",35.80,445,35.80,"38,230.005","15,000.00",,"10,678.80",Equity,10.0,1,"1,067,877,239",Fuel & Power,"Summit Centre (9th floor), 18, Karwan Bazar C/A, Dhaka-1215","'[+8802] 55012255-59,  Ext - 151, 500, 255,  01708804819",55012260,'spl.investorrelations@summit-centre.com,http://www.summitpowerinternational.com/SPL,Swapon Kumar Pal FCA,01711 623 171,"+8802] 55012255-59, Ext. - 148",swapon.pal@summit-centre.com
SUNLIFEINS,Sunlife Insurance Company Limited,57.70,57.70,3:45 PM,55.60 - 59.00,1.8,57.56,3.22%,31.00 - 59.00,55.90,"990,985.00",55.90,"1,269",55.90,"1,999.023",500.00,"31 Jan, 2013",357.61,Equity,10.0,1,"35,760,690",Insurance,"BTA Tower, 29 Kemal Ataturk Avenue, Road No-17. Banani. Dhaka",9821562 9821563 9821564,9821565,sunlife@dtechltd.com,http://www.sunlifeinsbd.com,Md Abdul Aziz,'01717209439,9821562 9821563 9821564 Ext: 107,aziz515215@gmail.com
TAKAFULINS,Takaful Islami Insurance Limited,48.40,48.40,3:45 PM,48.10 - 49.90,-0.5,2.06,-1.02%,47.70 - 82.90,49.90,"42,429.00",48.90,136,48.90,"2,082.503","1,000.00",,425.87,Equity,10.0,1,"42,586,977",Insurance,"Monir Tower(7th, 8th, & 9th Floors),167/1, DIT Extension Road, Motijheel (Fakirapool), Dhaka-1000",41070071-3,88-02-41070083,takaful@dhaka.net,http://www.takaful.com.bd,Mohammad Shaheen Miah,01711-409253,PABX : 41070071-3 (Ext. 104)    41070084 (Direct),takaful@ dhaka.net
TALLUSPIN,Tallu Spinning Mills Ltd.,10.80,10.80,3:45 PM,10.60 - 11.00,0.2,4.99,1.89%,7.30 - 16.40,10.60,"462,811.00",10.60,244,10.60,946.955,"2,000.00",,893.35,Equity,10.0,1,"89,335,375",Textile,"South Avenue Tower(6th Floor),House# 50, Road# 03, Gulshan-1, Dhaka-1212.","88-02-222262803, 88-02-222260264, 88-02-222260458",88-02-222262803,companysecretary.btg@gmail.com,http://www.tsml.com.bd,"Mohammad Zaman, ACS, LL.M",8801726128969,"88-02-222262803, 88-02-222260264, 88-02-222260458",companysecretary.btg@gmail.com
TAMIJTEX,Tamijuddin Textile Mills Limited,188.90,188.90,3:45 PM,185.50 - 193.90,-0.3,3.69,-0.16%,70.20 - 309.90,185.50,"19,572.00",189.20,129,189.20,"5,688.254",350.00,"13 Jun, 2021",300.65,Equity,10.0,1,"30,064,767",Textile,"Anabil Tower, 14th & 15th Floor, Plot:03, Block#NW (J), kema| Ataturk Avenue, Gulshan-02, Dhaka-1212.",09639203070,0,cs.tamijtextile@gmail.com,http://www.tamijuddintextile.com,Bidyut Kumar Roy,01755555257,09639203070,cs.tamijtextile@gmail.com
TITASGAS,Titas Gas Transmission & Dist. Co. Ltd.,43.30,43.30,3:45 PM,43.30 - 43.80,-0.8,116.74,-1.81%,34.80 - 51.80,43.30,"2,689,747.00",44.10,893,44.10,"43,624.683","20,000.00",,"9,892.22",Equity,10.0,1,"989,221,831",Fuel & Power,"Titas Gas Bhaban, 105 Kazi Nazrul Islam Avenue, Karwan Bazar C/A, Dhaka-1215","88-02-58156597 PABX: 8125110/301, 88-02-9129943",88-02-8142250,share@titasgas.org.bd,http://www.titasgas.org.bd,Mahmudur Rab,01939-921019,88-02-58156597 PABX: 8125110/301,gm.corporate@titasgas.org.bd
TOSRIFA,Tosrifa Industries Limited,22.90,22.90,3:45 PM,22.50 - 23.60,0,8.37,0.00%,16.40 - 26.10,22.50,"368,658.00",22.90,303,22.90,"1,556.859","1,000.00","17 Jun, 2015",679.85,Equity,10.0,1,"67,985,119",Textile,"Holding No # 4/2 A, Plot 49 & 57, 135 Gopalpur, Munnu Nagar, Tongi, Gazipur.",'+8809617888777 Ext.806,880-2-9817743,sohel.rana@ntg.com.bd; nabil@ntg.com.bd,http://www.til.com.bd,Hayder Ali,'01817036560,'+8809617888777 Ext.105,hayder@ntg.com.bd
TRUSTB1MF,Trust Bank 1st Mutual Fund,5.60,5.70,3:45 PM,5.50 - 5.70,0,1.09,0.00%,5.30 - 8.10,5.60,"193,678.00",5.60,74,5.60,"1,700.085",-,,"3,035.86",Mutual Fund,10.0,1,"303,586,675",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
TRUSTBANK,Trust Bank Limited,33.70,33.70,3:45 PM,33.30 - 33.70,0.2,0.90,0.60%,30.40 - 40.00,33.60,"26,803.00",33.50,83,33.50,"23,705.457","10,000.00",,"7,076.26",Equity,10.0,1,"707,625,576",Bank,"Shadhinata TowerrnBir Srestha Shaheed Jahangir GaternDhaka Cantonment, Dhaka-1206","9850638,  44870030-2, 44870014, 44870041, 44870006",44870051,info@tblbd.com,http://www.tblbd.com,"Mr. Md. Mizanur Rahman, FCS",'01730795597,44870030-2 (Ext-2010),mizanur.ra@tblbd.com
TUNGHAI,Tung Hai Knitting & Dyeing Limited,5.90,5.80,3:45 PM,5.70 - 6.20,0.1,2.60,1.72%,5.10 - 9.00,6.20,"447,211.00",5.80,129,5.80,618.588,"1,500.00","01 Sep, 2014","1,066.53",Equity,10.0,1,"106,653,030",Textile,"30/2, Darus Salam Road,rnIndustrial Plot# 2C/1-BrnMirpur-1, Dhaka-1216, Bangladesh.","+88-02-9006502-3, +88-02-9010398",+88-02-9006501,thkdl2020@gmail.com,,,,,
UCB,United Commercial Bank Ltd.,13.20,13.20,3:45 PM,13.10 - 13.50,0,1.26,0.00%,13.00 - 18.20,13.10,"95,489.00",13.20,133,13.20,"18,562.324","15,000.00",,"14,062.40",Equity,10.0,1,"1,406,236,643",Bank,"Bulus Center, Plot- CWS(A)-1, Road-34, Gulshan Avenue, Gulshan- Dhaka-1212.","02-55668070, Ext. 7402-7407",02-58814344,bsd@ucb.com.bd,http://www.ucb.com.bd,"ATM Tahmiduzzaman, FCS",01847350507,02-55668070 Ext. 7402-7407,atm.tahmiduzzaman@ucb.com.bd
UNILEVERCL,Unilever Consumer Care Limited,"2,829.00","2,829.00",3:45 PM,"2,810.50 - 2,850.00",18.5,0.26,0.66%,"2,751.00 - 3,439.50","2,810.50",93.00,"2,810.50",9,"2,810.50","33,856.545",200.00,,120.46,Equity,10.0,1,"12,046,449",Food & Allied,"Shanta Forum (10th Floor), 187-188/B, Bir Uttam Mir Shawkat Sarak, Dhaka-1208.",+8801324438744,,UCL.Bangladesh-info@unilever.com,https://www.unilever.com/UCL-bd.html,Mr. Mohammad Naharul Islam Molla,+8801709654315,,Mohammad-Naharul.Molla@unilever.com
UNIONBANK,Union Bank Limited,9.60,9.60,3:45 PM,9.40 - 9.60,0.1,22.55,1.05%,9.40 - 14.60,9.50,"2,366,632.00",9.50,681,9.50,"9,375.871","10,000.00","26 Jan, 2022","9,869.34",Equity,10.0,1,"986,933,760",Bank,"Bahela Tower, 72, Gulshan Avenue, Gulshan -1, Dhaka-1212",'+880-02-222297310,'+880-02-222280523,info@unionbank.com.bd,http://www.unionbank.com.bd,Ali Hossain Bhuiyan,01313418940,'+880-02-222280523,bcs@unionbank.com.bd
UNIONCAP,Union Capital Limited,6.90,6.90,3:45 PM,6.90 - 7.10,-0.1,0.71,-1.43%,6.60 - 16.20,7.00,"102,448.00",7.00,61,7.00,"1,208.017","2,000.00",,"1,725.74",Equity,10.0,1,"172,573,843",Financial Institutions,"bti Landmark, Level-08, Plot-16rnGulshan Avenue, Gulshan-01rnDhaka-1212, Bangladesh",880(2)48811505-09,880(2)48811510,mailbox@unicap-bd.com,http://www.unicap-bd.com,Md. Abdul Hannan,01912132016,+880 (2) 4881 1505-09,han nan@unicap-bd.com
UNIQUEHRL,Unique Hotel & Resorts Limited,56.80,56.80,3:45 PM,56.50 - 57.90,-0.8,28.00,-1.39%,41.90 - 77.90,56.50,"494,063.00",57.60,"1,324",57.60,"16,957.440","10,000.00","02 Jul, 2012","2,944.00",Equity,10.0,1,"294,400,000",Travel & Leisure,"Borak Mehenur (Level- 16), 51/B, Kemal Ataturk Avenue, Banani, Dhaka-1213.",880-2-9885116-23,880-2-222254894,info@uhrlbd.com,http://www.uhrlbd.com,Md. Sharif Hasan FCS,8801708800887,"880-2-222285116-23,  Ext-1607",sharif@uhrlbd.com
UNITEDFIN,United Finance Limited,16.00,15.90,3:45 PM,15.50 - 16.00,0.5,1.93,3.23%,15.30 - 28.40,15.70,"122,829.00",15.50,83,15.50,"2,900.277","3,000.00",,"1,871.15",Equity,10.0,1,"187,114,614",Financial Institutions,"Camellia House, 22 Kazi Nazrul Islam Avenue, Dhaka-1000",09613852852 (Ext- 1006 & 1004),9662596,webmail@unitedfinance.com.bd,http://www.unitedfinance.com.bd,Ms. Sharmi Noor Nahar,01714070380,09613852852 (Ext- 1005),sharmi@unitedfinance.com.bd
UNITEDINS,United Insurance Company Ltd.,45.80,45.80,3:45 PM,45.80 - 45.80,-0.9,0.18,-1.93%,41.20 - 74.80,45.80,"4,025.00",46.70,5,46.70,"2,078.150",500.00,,445.00,Equity,10.0,1,"44,500,000",Insurance,"Camellia House, 22  Kazi Nazrul Islam Avenue, Dhaka - 1000","880-2-58315935, '880-2-58315936","880-2-58614475, 880-2-58614475, 880-2-58615351",imran@unitedinsurance.com.bd,http://www.unitedinsurance.com.bd,Md. Imran Hasan ACS,01711801621,"880-2-58611720-22, 880-2-58615351, 880-2-58614476    Ex-227",cs@unitedinsurance.com.bd
UPGDCL,United Power Generation & Distribution Company Ltd.,238.30,237.80,3:45 PM,236.40 - 240.90,-2.6,6.38,-1.08%,236.40 - 313.60,240.90,"26,859.00",240.90,340,240.90,"139,648.591","10,000.00","05 Apr, 2015","5,796.95",Equity,10.0,1,"579,695,270",Fuel & Power,"United House, Madani Avenue, United City, Dhaka-1212.","09666700900, Ext-3034",nil,"mostak.ahmmed@united.com.bd,  elias@united.com.bd, atiq@united.com.bd",http://www.unitedpowerbd.com,"Mr. Mostak Ahmmed, FCA",01847413890,"+88 09666 700900, Ext-3004",mostak.ahmmed@united.com.bd
USMANIAGL,Usmania Glass Sheet Factory Limited,79.40,79.40,3:45 PM,79.40 - 79.40,-1.6,1.12,-1.98%,49.00 - 86.60,79.40,"14,048.00",81.00,33,81.00,"1,410.283",500.00,,174.11,Equity,10.0,1,"17,410,900",Miscellaneous,"Head Office: Bangladesh Chemical Industries Corporation, BCIC Bhaban, 30-31, Dilkusha, Dhaka- 1000 rnRegistered Office: Kalurghat Heavy I/A, P/O Chandgaon, Chattogram - 4212","(88031) 670430, 670431 (ctg)",880 - 031 - 670308,info@ugsflbd.com,http://www.ugsflbd.com,,,,
UTTARABANK,Uttara Bank Limited,23.50,23.50,3:45 PM,23.20 - 23.50,0.2,8.28,0.86%,22.50 - 29.50,23.50,"354,183.00",23.30,192,23.30,"14,999.120","10,000.00",,"6,437.39",Equity,10.0,1,"643,739,063",Bank,"47, Shahid Bir Uttom Asfaqus Samad Sarak, Motijheel C/A, Dhaka-1000","9552114, 9551162",88-02-9561392,pa.md@uttarabank-bd.com,http://www.uttarabank-bd.com,Iftekhar Zaman,01991144014,9551162  Ext.-1143,board@uttarabank-bd.com
UTTARAFIN,Uttara Finance and Investments Limited,35.00,34.70,3:45 PM,33.50 - 35.00,1.2,0.83,3.55%,33.50 - 56.00,34.70,"24,142.00",33.80,47,33.80,"4,444.075","5,000.00",,"1,314.82",Equity,10.0,1,"131,481,504",Financial Institutions,"Head Office: Jiban Bima Tower (6th Floor),  10, Dilkusha C/A,  Dhaka - 1000. rnCorporate Office (Extension) : Uttara Centre (11th Floor), 102 Shahid Tajuddin Ahmed Sarani, Tejgaon, Dhaka-1208.",'+880-2-41025093-97,'+880-2-41025100,ufilshare2015@gmail.com,http://www.uttarafinance.biz,"Md. Jakir Hossain, FCA",0171-3117606,+880-2-8170281-85 ext.115,jakir357@hotmail.com
VAMLBDMF1,Vanguard AML BD Finance Mutual Fund One,7.10,7.10,3:45 PM,7.10 - 7.30,0,0.40,0.00%,7.00 - 11.80,7.30,"55,584.00",7.10,17,7.10,740.672,-,"17 Jan, 2016","1,043.00",Mutual Fund,10.0,1,"104,320,000",Mutual Funds,"Symphony (Level 6), Plot:SE (F)9, Road: 142, South Avenue, Gulsan-1, Dhaka-1212",+88 02 9840862,+88 02 9840863,info@vanguardaml.com,http://www.vanguardaml.com,,,,
VAMLRBBF,Vanguard AML Rupali Bank Balanced Fund,7.30,7.40,3:45 PM,7.30 - 7.50,0.1,0.17,1.39%,6.70 - 10.40,7.50,"23,266.00",7.20,10,7.20,"1,142.964",-,"05 Dec, 2016","1,587.45",Mutual Fund,10.0,1,"158,745,000",Mutual Funds,"Symphony (Level 6), Plot:SE (F)9, Road: 142, South Avenue, Gulsan-1, Dhaka-1212",+88 02 9840862,+88 02 9840869,info@vanguardaml.com,http://www.vanguardaml.com,,,,
VFSTDL,VFS Thread Dyeing Limited,22.50,22.50,3:45 PM,22.20 - 22.60,-0.1,27.93,-0.44%,17.60 - 31.30,22.20,"1,250,123.00",22.60,695,22.60,"2,386.109","2,000.00","09 Sep, 2018","1,055.80",Equity,10.0,1,"105,580,055",Textile,"House # 257 (3rd Floor),Road # 03. Baridhara DOHS, Dhaka -1206",+88 02 8419542,+8802-8414678,cfo@vfsthread.com,http://www.vfsthread.com,Golam Kibria,01993339199,+88 02 8419542,accounts@vfsthread.com
WALTONHIL,Walton Hi-Tech Industries PLC,"1,056.10","1,055.70",3:45 PM,"1,054.00 - 1,064.70",-2.4,2.06,-0.23%,"1,016.00 - 1,524.00","1,058.50","1,948.00","1,058.50",135,"1,058.50","320,649.651","6,000.00","23 Sep, 2020","3,029.28",Equity,10.0,1,"302,928,343",Engineering,"Plot # 1088, Block # I, Road # Sabrina Sobhan 5th Avenue, Bashundhara, Vatara, Dhaka-1229.",+8809606-555555,+8809606-555550,cswhil@waltonbd.com,http://www.waltonhil.com,"Md. Rafiqul Islam, FCS",01678863444,+8809606-555555,cswhil@waltonbd.com
WATACHEM,Wata Chemicals Limited,210.50,210.40,3:45 PM,204.00 - 212.40,2.4,0.80,1.15%,200.00 - 369.10,204.00,"3,823.00",208.10,73,208.10,"3,084.587",150.00,"14 May, 2014",148.23,Equity,10.0,1,"14,822,618",Pharmaceuticals & Chemicals,"17/B (3rd Floor), Monipuripara, Sangshad Avenue, Dhaka-1215","58152001, 8155206",+880-2-58155091,watachemical@gmail.com,http://www.watachemicals.com,,,,
WMSHIPYARD,Western Marine Shipyard Limited,11.40,11.40,3:45 PM,11.10 - 11.90,0.1,2.18,0.88%,9.50 - 17.50,11.10,"193,385.00",11.30,250,11.30,"2,657.803","6,000.00","02 Nov, 2014","2,352.04",Equity,10.0,1,"235,203,769",Engineering,"Amin Future Park (7th floor),rn1440/A Strand Road, Chittagong-4100","+880 31 253 0035-7, 2513056",+880 31 253 0038,wms@wms.com.bd,http://www.wms.com.bd,,,,
YPL,Yeakin Polymer Limited,18.80,18.80,3:45 PM,18.80 - 18.80,-0.3,11.06,-1.57%,9.60 - 26.60,18.80,"588,080.00",19.10,160,19.10,"1,407.647","1,000.00","22 Sep, 2016",736.99,Equity,10.0,1,"73,698,817",Engineering,"23/6, Mirpur Road, Rupayan Shelford, 15th FloorrnSuit # G-14, ShamolyrnMohammadpur, Dhaka","+88 02 51000207,",+88 02 51000206,info@yeakinpolymerbd.com,http://www.yeakinpolymerbd.com,Md. Akhtaruzzaman,+88 01300023257,+88 02 51000207 Ext-805,cs@yeakinpolymerbd.com
ZAHEENSPIN,Zaheen Spinning Limited,12.60,12.60,3:45 PM,12.60 - 12.80,-0.2,29.27,-1.56%,7.60 - 14.00,12.60,"2,319,519.00",12.80,358,12.80,"1,457.003","4,000.00","25 Mar, 2015","1,138.28",Equity,10.0,1,"113,828,368",Textile,"House # 59/A (6th &7th Floor), Road # 12/A, Dhanmondi, Dhaka-1209.",+8802-8191588,+8802-8191522,info@zaheenspinningltd.com,https://zaheenspinningltd.com/ltd/index.php?id=60,Md.Mohin Uddin,+8801705430311,+8802-8191522,mohin@zaheenspinningltd.com
ZAHINTEX,Zahintex Industries Limited,9.20,9.20,3:45 PM,9.20 - 9.20,-0.1,1.20,-1.08%,6.80 - 11.60,9.20,"130,900.00",9.30,26,9.30,761.006,"1,200.00",,818.29,Equity,10.0,1,"81,828,549",Textile,"House # 06, Road # 13, Sector # 03, Uttara Model Town, Uttara, Dhaka.","8932813, 8913802, 8913826, 8932801-2","880-2-8932816, 8960347",info@givenseegroup.com,http://www.zahintex.com,,,,
ZEALBANGLA,Zeal Bangla Sugar Mills Ltd.,177.50,177.60,3:45 PM,170.00 - 179.00,6.1,1.34,3.56%,103.00 - 199.00,178.80,"7,542.00",171.40,78,171.40,"1,028.400",500.00,,60.00,Equity,10.0,1,"6,000,000",Food & Allied,"BSFIC,Chinishilpa Bhaban, 3,Dilkusha C/A, Dhaka.","9515669, 9565868",88-02-9555780,zbsmdp@gmail.com,http://www.bsfic.gov.bd/,Abdul Gofur Miah,01718119218,9515669,bsfic.ca@gmail.com
